id|name|country
7581|AIGNER, Franz|AUT
7582|DURDYS, Bohumil|TCH
7583|DECOTTIGNIES, Edmond|FRA
7584|ZWERINA, Anton|AUT
7585|KIKKAS, Jaan|EST
7586|GALIMBERTI, Carlo|ITA
7587|FRIEDRICH, Leopold|AUT
7588|RIGOULOT, Charles|FRA
7589|HINES, Bryan|USA
7590|PIHLAJAMAKI, Kustaa|FIN
7591|MAKINEN, Kaarlo E.|FIN
7592|MAC DONALD, Andrew|GBR
7593|STEELE, Harry|USA
7594|WERNLI, Henri|SUI
7595|NAITO, Katsutoshi|JPN
7596|REED, Robin|USA
7597|NEWTON, Chester|USA
7598|HAAVISTO, Arvo|FIN
7599|VIS, Russell|USA
7600|WIKSTROM, Volmari W.|FIN
7601|MULLER, Otto|SUI
7602|GEHRI, Hermann|SUI
7603|PEKKALA, Vilho F.|FIN
7604|HAGGMANN, Fritz|SUI
7605|OLLIVIER, Pierre|BEL
7606|SPELLMAN, John Franklin|USA
7607|SVENSSON, Rudolf|SWE
7608|IKONEN, Vaino V.|FIN
7609|PUTSEP, Eduard|EST
7610|AHLFORS, Anselm|FIN
7611|BADO, Rajmund|HUN
7612|DEGLANE, Henri|FRA
7613|MALMBERG, Eric|SWE
7614|TOIVOLA, Aleksander|FIN
7615|WESTERLUND, Kaarlo|FIN
7616|KERESZTES, Lajos|HUN
7617|STEINBERG, Roman|EST
7618|WESTERLUND, Edward Wilhelm|FIN
7619|PELLINEN, Onni|FIN
7620|GALITZEN, Michael Riley|USA
7621|SIMAIKA, Farid|EGY
7622|SJOQVIST, Laura|SWE
7623|COLEMAN, Georgia V.|USA
7624|MEANY, Helen|USA
7625|POYNTON-HILL, Dorothy|USA
7626|KOJAC, George Harold|USA
7627|LAUFER, Walter|USA
7628|COOPER, Margaret Joyce|GBR
7629|BRAUN, Maria Johanna|NED
7630|KING, Ellen Elizabeth|GBR
7631|TAKAISHI, Katsuo|JPN
7632|BARANY, Istvan|HUN
7633|OSIPOWICH, Albina Lucy|USA
7634|SAVILLE, Eleanor|USA
7635|CRABBE, Clarence|USA
7636|YLDEFONSO, Teofilo|PHI
7637|TSURUTA, Yoshiyuki|JPN
7638|RADEMACHER, Erich|GER
7639|MUHE, Charlotte|GER
7640|SCHRADER, Hilde|GER
7641|BARON, Mietje|NED
7642|ZORRILLA, Victoriano|ARG
7643|MCKIM, Josephine E.|USA
7644|REDFORD, Marie E.|RSA
7645|RENNIE, Rhoda|RSA
7646|RUSSELL, Kathleen|RSA
7647|VAN DER GOES, Frederica Johanna|RSA
7648|LAMBERT, Adelaide T.|USA
7649|STEWART, Sarah Gillow Marshal|GBR
7650|TANNER, Vera|GBR
7651|AULT, Garnet Walter|CAN
7652|BOURNE, Frederick Munroe|CAN
7653|SPENCE, Walter|CAN
7654|THOMPSON, James|CAN
7655|CLAPP, Austin Rhone|USA
7656|ARAI, Nobuo|JPN
7657|SADA, Tokuhei|JPN
7658|YONEYAMA, Hiroshi|JPN
7659|BULTEEL, Emile J.|FRA
7660|CUVELIER, Henri G.|FRA
7661|KEIGNAERT, Jules|FRA
7662|ROGER, Ernest|FRA
7663|THEVENON, Albert|FRA
7664|TRIBOUILLET, Achille C. M.|FRA
7665|VAN DE PLANCKE, Albert D.|FRA
7666|AMANN, Max|GER
7667|BAHRE, Karl|GER
7668|BENECKE, Emil|GER
7669|BLANK, Johann|GER
7670|CORDES, Otto|GER
7671|GUNST, Fritz|GER
7672|RADEMACHER, Joachim|GER
7673|BARTA, Istvan|HUN
7674|HALASSY, Oliver|HUN
7675|HOMONNAI, Marton|HUN
7676|IVADY, Sandor|HUN
7677|KESERU, Alajos|HUN
7678|KESERU, Ferenc|HUN
7679|VRABELY, Jozsef|HUN
7680|LAMMERS, Georg|GER
7681|WILLIAMS, Percy|CAN
7682|LONDON, John Edward|GBR
7683|SMITH, Ethel M.|CAN
7684|ROBINSON, Elizabeth|USA
7685|ROSENFELD, Fanny|CAN
7686|COLLIER, John|USA
7687|ANDERSON, Stephen|USA
7688|PURJE, Eino Alfred|FIN
7689|LARVA, Harri Edvin|FIN
7690|LADOUMEGUE, Jules|FRA
7691|KORNIG, Helmuth|GER
7692|ANDERSEN, Ove|FIN
7693|LOUKOLA, Toivo Aarne|FIN
7694|BUCHNER, Joachim|GER
7695|BARBUTI, Raymond James|USA
7696|BALL, James A.|CAN
7697|BURGHLEY, David George|GBR
7698|CUHEL, Frank Josef|USA
7699|GILL, Cyril William|GBR
7700|SMOUHA, Edward Ralph|GBR
7701|BORAH, Charles Edward|USA
7702|QUINN, James F.|USA
7703|RUSSELL, Henry Argue|USA
7704|WYKOFF, Frank Clifford|USA
7705|CORTS, Richard|GER
7706|HOUBEN, Hubert|GER
7707|HOLDMANN, Anny|GER
7708|JUNKER, Helene|GER
7709|KELLNER, Rose|GER
7710|SCHMIDT, Helene Leni|GER
7711|COOK, Myrtle Alice|CAN
7712|THOMPSON, Jean|CAN
7713|CROSS, Jessica West|USA
7714|MCNEIL, Loretta T.|USA
7715|WASHBURN, Mary T.|USA
7716|EDWARDS, Philip|CAN
7717|GLOVER, Stanley|CAN
7718|WILSON, Alexander S.|CAN
7719|ALDERMAN, Frederick Pitt|USA
7720|BAIRD, George Hetzel|USA
7721|SPENCER, Emerson Lane|USA
7722|ENGELHARD, Hermann|GER
7723|KREBS, Richard|GER
7724|NEUMANN, Otto|GER
7725|STORZ, Harry|GER
7726|GENTZEL, Inga K.|SWE
7727|RADKE, Karoline Lina|GER
7728|HITOMI, Kinue|JPN
7729|DOHERTY, John Kenneth|USA
7730|YRJOLA, Paavo Ilmari|FIN
7731|JARVINEN, Akiles Eero Johannes|FIN
7732|CORSON, James Hunt|USA
7733|KIVI, Antero Lauro|FIN
7734|SVEDBERG, Ruth A.|SWE
7735|KONOPACKA, Halina|POL
7736|COPELAND, Lillian|USA
7737|BLACK, Edmund Franklin|USA
7738|O''CALLAGHAN, Patrick|IRL
7739|SKIOLD, Ossian E.|SWE
7740|MENARD, Claude Charles|FRA
7741|KING, Robert Wade|USA
7742|HEDGES, Benjamen Van Doren|USA
7743|WILEY, Mildred Olive|USA
7744|CATHERWOOD, Ethel|CAN
7745|GISOLF, Carolina Anna|NED
7746|SUNDE, Olav|NOR
7747|LUNDQVIST, Erik H.|SWE
7748|SZEPES-STRAUCH, Bela|HUN
7749|BATES, Alfred Hilborn|USA
7750|HAMM, Edward Barton|USA
7751|CATOR, Silvio M.|HAI
7752|MARTTELIN, Martti B.|FIN
7753|EL OUAFI, BoughAra Mohamed|FRA
7754|PLAZA REYES, Manuel|CHI
7755|MCGINNIS, Charles English|USA
7756|CARR, Sabin William|USA
7757|DROEGEMUELLER, William Herbert|USA
7758|HIRSCHFELD, Emil|GER
7759|KUCK, John H.|USA
7760|BRIX, Herman Harold|USA
7761|ODA, Mikio|JPN
7762|CASEY, Levi B.|USA
7763|CAVAGNOLI, Carlo|ITA
7764|KOCSIS, Antal|HUN
7765|APELL, Armand|FRA
7766|MICHAELSEN, Michael Jacob|DEN
7767|RODRIGUEZ JURADO, Arturo|ARG
7768|RAMM, Nils Arvid|SWE
7769|ISAACS, Harry|RSA
7770|TAMAGNINI, Vittorio|ITA
7771|DALEY, John Lawrence|USA
7772|DEVINE, Harold George|USA
7773|VAN KLAVEREN, Lambertus|NED
7774|PERALTA, Victor|ARG
7775|BERGGREN, Gunnar A. E.|SWE
7776|ORLANDI, Carlo|ITA
7777|HALAIKO, Stephen Michael|USA
7778|SMILLIE, Raymond|CAN
7779|MORGAN, Edward|NZL
7780|LANDINI, Raul|ARG
7781|STEYAERT, Leonard|BEL
7782|TOSCANI, Piero|ITA
7783|HERMANEK, Jan|TCH
7784|MILJON, Karel Leendert|NED
7785|AVENDANO, Victor|ARG
7786|PISTULLA, Ernst|GER
7787|CARLSSON, Gosta V.|SWE
7788|HANSEN, Henry Peter Christian|DEN
7789|SOUTHALL, Frank William|GBR
7790|JANSSON, Erik|SWE
7791|JOHNSSON, E. Georg|SWE
7792|JORGENSEN, Oving Orla|DEN
7793|NIELSEN, Leo|DEN
7794|LAUTERWASSER, John Jacob|GBR
7795|MIDDLETON, John Kenneth|GBR
7796|BEAUFRAND, Roger|FRA
7797|MAZAIRAC, Antonius Hendrikus|NED
7798|GRAY, Edgar Laurence|AUS
7799|BERNHARDT, Hans|GER
7800|KOTHER, Karl|GER
7801|LEENE, Bernardus Petrus|NED
7802|VAN DIJK, Daniel (Daan)|NED
7803|CHAMBERS, Ernest Henry|GBR
7804|SIBBIT, John Ephraim|GBR
7805|SOUTHALL, Michael George|GBR
7806|WYLD, Leonard Arthur|GBR
7807|WYLD, Percy|GBR
7808|CATTANEO, Marco|ITA
7809|FACCIANI, Cesare|ITA
7810|LUSIANI, Mario|ITA
7811|TASSELLI, Luigi|ITA
7812|BRASPENNIN, Adriaan Jacobus|NED
7813|MAAS, Johannes Leonardus|NED
7814|PIJNENBURG, Johannes Baptist Norbertus|NED
7815|VAN DER HORST, Pieter M.|NED
7816|OLSON, Ragnar|SWE
7817|VON LANGEN, Carl-Friedrich|GER
7818|MARION, Charles Louis Pierre|FRA
7819|LE HEUX, Gerard Willem|NED
7820|VAN REEDE, Jan Hermannus|NED
7821|VERSTEEGH, Pierre Marie Robert|NED
7822|LINKENBACH, Hermann|GER
7823|VON LOTZBECK, Eugen|GER
7824|NEUMANN, Bruno|GER
7825|ANTONIEWICZ, Michal|POL
7826|DE ROMMEL (BARON), Karol|POL
7827|TRENKWALD, Jozef|POL
7828|JOHANSEN, Wilhelm Eugen|NOR
7829|ORDING, Bjart|NOR
7830|QVIST, Arthur|NOR
7831|KUHN, Charles-Gustave|SUI
7832|VENTURA, Frantisek|TCH
7833|BERTRAN DE BALANDA, Pierre Louis|FRA
7834|PEPITA|SUI
7835|BJORNSTJERNA, Carl|SWE
7836|HALLBERG, Ernst|SWE
7837|HANSEN, Karl|SWE
7838|DE LOS TRUJILLOS (MARQUIS)|ESP
7839|GARCIA FERNANDEZ, Julio|ESP
7840|NAVARRO-MORENES, Jose|ESP
7841|GZOWSKI, Kazimierz|POL
7842|SZOSLAND, Kazimierz|POL
7843|CALNAN, George Charles|USA
7844|GAUDINI, Giulio|ITA
7845|CASMIR, Erwin|GER
7846|OELKERS, Olga|GER
7847|MAYER, Helene|GER
7848|FREEMAN, Muriel B.|GBR
7849|ANGANUZZI, Raul|ARG
7850|CAMET, Carmelo F.|ARG
7851|LARRAZ, Roberto|ARG
7852|LUCCHETTI, Hector Pablo|ARG
7853|LUCCHETTI, Luis J.|ARG
7854|CHIAVACCI, Giorgio|ITA
7855|GUARAGNA, Gioachino|ITA
7856|PESSINA, Giorgio|ITA
7857|PIGNOTTI, Ugo|ITA
7858|FLACHER, Raymond P.|FRA
7859|GABORIAUD, Andre|FRA
7860|VITEZ TERSZTYANSZKY, Odon|HUN
7861|PETSCHAUER, Attila|HUN
7862|FRIEDRICH, Tadeusz|POL
7863|LASKOWSKI, Kazimierz|POL
7864|MALECKI, Aleksander S.|POL
7865|PAPEE, Adam|POL
7866|SEGDA, Wladyslaw|POL
7867|ZABIELSKI, Jerzy|POL
7868|GLYKAIS, Gyula|HUN
7869|GOMBOS, Sandor|HUN
7870|MARZI, Gustavo|ITA
7871|SALAFIA, Emilio|ITA
7872|BALONCIERI, Adolfo|ITA
7873|BANCHERO, Elvio|ITA
7874|BELLINI, Delfo|ITA
7875|BERNARDINI, Fulvio|ITA
7876|CALIGARIS, Umberto|ITA
7877|COMBI, Giampero|ITA
7878|DEGANI, V.|ITA
7879|DEPRA, Giovanni|ITA
7880|FERRARIS, A.|ITA
7881|GASPERI, F.|ITA
7882|GENOVESI, Pietro|ITA
7883|JANNI, Antonio|ITA
7884|LEVRATTO, Virgilio Felice|ITA
7885|MAGNOZZI, Mario|ITA
7886|PASTORE, P.|ITA
7887|PIETROBONI, Silvio|ITA
7888|PITTO, Alfredo|ITA
7889|RIVOLTA, Enrico|ITA
7890|ROSETTA, Virginio|ITA
7891|ROSSETTI, Gino|ITA
7892|SCHIAVIO, Angelo|ITA
7893|VIVIANO, A.|ITA
7894|ANSELMO, P.|URU
7895|ARREMON, Juan Pedro|URU
7896|BARTIBAS, V.|URU
7897|BATIGNANI, F.|URU
7898|BORJAS, Rene|URU
7899|CAMPOLO, Antonio|URU
7900|CANAVESI, Adhemar|URU
7901|CASTRO, Hector|URU
7902|FERNANDEZ, Lorenzo|URU
7903|FIGUEROA, Roberto|URU
7904|GESTIDO, Alvaro|URU
7905|MELOGNO, A.|URU
7906|PIRIZ, Juan|URU
7907|TEJERA, D.|URU
7908|BIDOGLIO, Ludovico|ARG
7909|BOSIO, Angel|ARG
7910|CALANDRA, Saul H.|ARG
7911|CARRICABERRY, Alfredo D.|ARG
7912|CHERRO, Roberto|ARG
7913|DIAZ, Octavio J.|ARG
7914|EVARISTO, J.|ARG
7915|FERREIRA, Manuel|ARG
7916|GAINZARAIN, Enrique|ARG
7917|GOMEZ, S. N.|ARG
7918|HELMAN, A.|ARG
7919|MEDICI, Angel Segundo|ARG
7920|MONTI, Luis Felipe|ARG
7921|OCHOA, P.|ARG
7922|ORLANDINI, Rodolfo|ARG
7923|ORSI, Raimundo B.|ARG
7924|PATERNOSTER, Fernando|ARG
7925|PERDUCCA, Feliciano Angel|ARG
7926|PERINETTI, N.|ARG
7927|TARASCONI, Domingo Alberto|ARG
7928|WEIHMULLER, L. F.|ARG
7929|ZUMELZU, A. B.|ARG
7930|MACK, Eugen|SUI
7931|NERI, Romeo|ITA
7932|HANGGI, Hermann|SUI
7933|PRIMOZIC, Josip|YUG
7934|SAVOLAINEN, Heikki|FIN
7935|LOFFLER, Emanuel|TCH
7936|ANTOSIEWIC, Eduard|YUG
7937|CIOTTI, Dragutin|YUG
7938|DERGANC, Stane|YUG
7939|GREGORKA, Boris|YUG
7940|MALEJ, Anton|YUG
7941|PORENTA, Ivan|YUG
7942|STEINEMANN, Eduard|SUI
7943|WEZEL, Melchior|SUI
7944|EFFENBERGER, Josef|TCH
7945|GAJDOS, Jan|TCH
7946|TIKAL, Ladislav|TCH
7947|VESELY, Vaclav|TCH
7948|BROADBENT, Annie|GBR
7949|DESMOND, Lucy|GBR
7950|HARTLEY, Margaret B.|GBR
7951|JAGGER, Amy C.|GBR
7952|JUDD, Isobel M. R.|GBR
7953|KITE, Jessie T.|GBR
7954|MOREMAN, Marjorie|GBR
7955|PICKLES, Edith Carrie|GBR
7956|SEYMOUR, Ethel|GBR
7957|SMITH, Ada|GBR
7958|SMITH, Hilda|GBR
7959|WOODS, Doris|GBR
7960|AGSTERIBBE, Estella|NED
7961|BURGERHOF, Petronella|NED
7962|DE LEVIE, Elka|NED
7963|NORDHEIM, Helena|NED
7964|POLAK, Ans|NED
7965|SIMONS, Jud|NED
7966|STELMA, Jacoba Cornelia|NED
7967|VAN DEN BERG, Jacomina|NED
7968|VAN DEN BOS, Alida Johanna|NED
7969|VAN DER VEGT, Anna Maria|NED
7970|VAN RANDWIJK, Petronella Phillemina Johanna|NED
7971|VAN RUMT, Hendrika Alida|NED
7972|AMBROSETTI, Bianca|ITA
7973|GIANONI, Lavinia|ITA
7974|GIAVOTTI, Luigina|ITA
7975|GIORGI, Virginia|ITA
7976|MALABARBA, Germana|ITA
7977|MARANGONI, Clara|ITA
7978|PERVERSI, Luigina|ITA
7979|PIZZAVINI, Diana|ITA
7980|TANZINI, Luisa|ITA
7981|TRONCONI, Carolina|ITA
7982|VERCESI, Ines|ITA
7983|VITTADINI, Rita|ITA
7984|BOCHE, Bruno|GER
7985|BRUNNER, Georg|GER
7986|FORSTENDORF, Heinz|GER
7987|FRANZKOWIAK, Erwin|GER
7988|FREYBERG, Werner|GER
7989|HAAG, Theodor|GER
7990|HAUSSMANN, Hans Heinrich|GER
7991|HAVERBECK, Kurt|GER
7992|HEYMANN, Aribert|GER
7993|HOBEIN, Herbert|GER
7994|HORN, Fritz|GER
7995|IRMER, Karl-Heinz|GER
7996|KEMMER, Herbert|GER
7997|LINCKE, F.|GER
7998|MULLER, Herbert|GER
7999|PROFT, Werner|GER
8000|SCHAFER, H.|GER
8001|STRANTZEN, Gerd|GER
8002|WEISS, Kurt|GER
8003|WOLLNER, Rolf|GER
8004|WOLTJE, Heinz|GER
8005|ZANDER, Erich|GER
8006|ALLEN, Richard James|IND
8007|CHAND, Dyan|IND
8008|GATELEY, Maurice A.|IND
8009|GILL, K. S.|IND
8010|GOODSIR-CULLEN, William John|IND
8011|HAMMOND, Leslie Charles|IND
8012|KHAN, Feroze Uddin|IND
8013|MARTHINS, George E.|IND
8014|NORRIS, Rex A.|IND
8015|PINNIGER, Broome Eric|IND
8016|ROCQUE, Michael E.|IND
8017|SEAMAN, Frederic S.|IND
8018|SHAUKAT, Ali|IND
8019|SINGH, Jaipal|IND
8020|YUSUF, Sayed Mohamed|IND
8021|ANKERMAN, Jan Geert|NED
8022|BRAND, Johannes Willem|NED
8023|DE WAAL, Reindert Berend Jan|NED
8024|DUSON, Emiel Paulus Josef|NED
8025|HARDEBECK, C. J. J.|NED
8026|HUBRECHT, T. F.|NED
8027|JANNINK, Gerrit Jan Arnold|NED
8028|KATTE, Adriaan Johan Louis|NED
8029|KOP, August Johannes|NED
8030|LEEMBRUGGEN, G.|NED
8031|MANGELAAR MEERTENS, H. J. L.|NED
8032|MULLER V. CZERNICKI, O. F.|NED
8033|TRESLING, Albert Willem|NED
8034|VAN CITTERS, W. J.|NED
8035|VAN DE ROVAERT, Paulus|NED
8036|VAN DER HAGEN, C. J.|NED
8037|VAN DER VEEN, Robert|NED
8038|VAN LIEROP, Antoine Robert|NED
8039|VAN TIENHOVEN VAN DEN BOGAARD, J. J.|NED
8040|VAN VOORST VAN BEEST, J. M.|NED
8041|VISSER ''T HOOFT, Hendrik Philip|NED
8042|WENTHOLT, N.|NED
8043|KAHL, Helmut|GER
8044|THOFELT, Sven|SWE
8045|MCDOWELL, Paul L.|USA
8046|SCHMITT, John Victor|USA
8047|MOSCHTER, Kurt|GER
8048|MULLER, Bruno|GER
8049|NISBET, Robert Archibald|GBR
8050|O''BRIEN, Terence Noel|GBR
8051|FLESSL, Viktor|AUT
8052|LOSERT, Leo|AUT
8053|MCILVAINE, Charles Joseph|USA
8054|GUEST, John Schofield|CAN
8055|WRIGHT JR., Joseph William|CAN
8056|DONNELLY, John Henry|CAN
8057|FIDDES, Frank James|CAN
8058|HAND, John L.|CAN
8059|HEDGES, Frederick Charles|CAN
8060|MEECH, Athol Charles|CAN
8061|MURDOCH, Jack L.|CAN
8062|NORRIS, Charles Edgar|CAN
8063|RICHARDSON, Herbert Trenchard|CAN
8064|ROSS, William M.|CAN
8065|BLESSING, Donald F.|USA
8066|BRINCK, John Manning|USA
8067|CALDWELL, Hubert Aspinwall|USA
8068|DALLY, William Morris|USA
8069|DONLON, Peter Dwight|USA
8070|FREDERICK, Francis Harland|USA
8071|STALDER, Marvin Frederick|USA
8072|THOMPSON, William G.|USA
8073|WORKMAN, James Theodore|USA
8074|BADCOCK, John Charles|GBR
8075|GOLLAN, Donald Herbert Louis|GBR
8076|HAMILTON, James Hamish|GBR
8077|KILLICK, G. Cecil|GBR
8078|LANE, Harold Mansfield|GBR
8079|SULLEY, Arthur Lindsay|GBR
8080|WEST, Harold E.|GBR
8081|BONADE, Umberto|ITA
8082|FRESCHI, Pietro|ITA
8083|GENNARI, Paolo|ITA
8084|ROSSI, Cesare|ITA
8085|BEESLY, Richard|GBR
8086|BEVAN, Edward Vaughan|GBR
8087|LANDER, John Gerard Heath|GBR
8088|WARRINER, Michael Henry|GBR
8089|BAYER, Ernest Henry|USA
8090|HEALIS, George|USA
8091|KARLE, Charles G.|USA
8092|MILLER, William G.|USA
8093|BIRKHOLZ, Leszek Leon|POL
8094|BRONIKOWSKI, Franciszek|POL
8095|DREWEK, Boleslaw|POL
8096|JANKOWSKI, Edmund|POL
8097|ORMANOWSKI, Bernard|POL
8098|D, Giliante|ITA
8099|DELISE, Giovanni|ITA
8100|PERENTIN, Valerio|ITA
8101|PETRONIO, Renato|ITA
8102|VITTORI, Nicolo|ITA
8103|BOSCH, Fritz|SUI
8104|BUCHER, Otto|SUI
8105|HAAS, Ernst|SUI
8106|MEYER, Joseph|SUI
8107|SCHWEGLER, Karl|SUI
8108|ANTHONY, Georges|BEL
8109|DE CONINCK, Francois|BEL
8110|FLAMENT, Leon|BEL
8111|BOURQUIN, Hans|SUI
8112|SCHOCHLIN, Hans W.|SUI
8113|SCHOCHLIN, Karl F.|SUI
8114|MARCELLE, Armand|FRA
8115|MARCELLE, Edouard|FRA
8116|PREAUX, Henri|FRA
8117|COLLET, Theodore David Anthony|GBR
8118|PEARCE, Henry Robert|AUS
8119|BROMAN, B.|FIN
8120|THORELL, Sven|SWE
8121|FAEHLMANN, A.|EST
8122|FAEHLMANN, G.|EST
8123|VOGDT, E.|EST
8124|VON WIREN, W.|EST
8125|WEKSCHIN, N.|EST
8126|ANKER, E.|NOR
8127|BRYHN, H.P.|NOR
8128|CROWN PRINCE OLAV, H.R.H.|NOR
8129|HOY-PETERSEN|DEN
8130|LINCK, S.|DEN
8131|MOELLER, Edmund Otto Jr.|DEN
8132|SCHLUTTER, P.|DEN
8133|HAMMAR, Clarence|SWE
8134|SANDBLOM, C.G.|SWE
8135|SANDBLOM, J.N.|SWE
8136|SANDBLOM, J.P.|SWE
8137|TOERSLEFF, O.W.F.|SWE
8138|DE VRIES LENTSCH JR., Willem|NED
8139|DE WIT, M.|NED
8140|DOEDES, L.|NED
8141|KERSKEN, H.|NED
8142|VAN HOOLWERFF, J.C.|NED
8143|VAN STAVEREN, C.|NED
8144|HERIOT, Virginie|FRA
8145|WOLPERT, Hans|GER
8146|ANDRYSEK, Franz Joseph|AUT
8147|SKOBLA, Jaroslav|TCH
8148|STRASSBERGER, Josef|GER
8149|LUHAAAR, Arnold|EST
8150|ARNOUT, Fernand|FRA
8151|HAAS, Hans|AUT
8152|HELBIG, Kurt|GER
8153|SCHEFFER, August|NED
8154|FRANCOIS, Roger|FRA
8155|VERHEYEN, Johannes|NED
8156|NOSSEIR, El Sayed Mohamed|EGY
8157|HOSTIN, Louis|FRA
8158|TRIFUNOV, James|CAN
8159|SPAPEN, Edmond|BEL
8160|DAME, Edmond|FRA
8161|RICKTTOFF, Johan|SWE
8162|SIHVOLA, A.|FIN
8163|MINDER, Hans|SUI
8164|MORRISON, Allie Roy|USA
8165|KAPP, Osvald|EST
8166|PACOME, Charles|FRA
8167|LETCHFORD, Maurice E.|CAN
8168|APPLETON, Lloyd Otto|USA
8169|RABIN, S.|GBR
8170|KYBURZ, E.|SUI
8171|STOCKTON, Donald Parker|CAN
8172|LEFEBVRE, H.|FRA
8173|SJOSTEDT, Thure|SWE
8174|BOGLI, A.|SUI
8175|GOZZI, Giovanni|ITA
8176|LEUCHT, K.|GER
8177|MAUDR, Jindrich|TCH
8178|GEHRING, Georg|GER
8179|NYSTROM, Hjalmar Eemil|FIN
8180|QUAGLIA, Gerolamo|ITA
8181|WALI, W.|EST
8182|VESTERLUND, E.V.|FIN
8183|SPERLING, Eduard|GER
8184|KUSNETS, Albert|EST
8185|KOKKINEN, Vaino Anselmi|FIN
8186|PAPP, L.|HUN
8187|MOUSTAPHA, Ibrahim|EGY
8188|RIEGER, A.|GER
8189|KURTZ, Frank Allen|USA
8190|SMITH, Harold Edwin|USA
8191|ROPER, Marion Dale|USA
8192|DEGENER, Richard Kempster|USA
8193|FAUNTZ, Jane|USA
8194|RAWLS, Katherine Louise|USA
8195|KAWATSU, Kentaro|JPN
8196|KIYOKAWA, Masaji|JPN
8197|IRIYE, Toshio|JPN
8198|DAVIES, Elizabeth Valerie|GBR
8199|HOLM, Eleanor|USA
8200|MEALING, Philomenia Alecia|AUS
8201|SCHWARTZ, Albert|USA
8202|MIOYAZAKI, Yasuji|JPN
8203|KAWAISHI, Tatsugo|JPN
8204|MADISON, Helene|USA
8205|DEN OUDEN, Willemyntje (Willy)|NED
8206|CRISTY, James Crapo Jr.|USA
8207|KITAMURA, Kusuo|JPN
8208|MAKINO, Shozo|JPN
8209|KOIKE, Reizo|JPN
8210|JACOBSEN, Else Agnes Ella|DEN
8211|DENNIS, Clare|AUS
8212|MAEHATA, Hideko|JPN
8213|OYOKOTA, Tsutomu|JPN
8214|TARIS, Jean|FRA
8215|MAAKAL, Jenny|RSA
8216|KIGHT-WINGARD, Lenore|USA
8217|HUGHES, Edna Tildesley|GBR
8218|VARCOE, Helen Gradwell|GBR
8219|JOHNS, Helen Eileen|USA
8220|LADDE, Cornelia|NED
8221|OVERSLOOT, Maria Petronella|NED
8222|VIERDAG, Maria|NED
8223|SZABADOS, Laszlo|HUN
8224|SZEKELY, Andras|HUN
8225|WANIE, Andras|HUN
8226|TOYODA, Hisakichi|JPN
8227|YOKOYAMA, Takashi|JPN
8228|YUSA, Masanori|JPN
8229|BOOTH, Francis Ewen|USA
8230|FISSLER, George|USA
8231|KALILI, Maiola|USA
8232|KALILI, Manuella|USA
8233|DAUBENSPECK, Philip Burton|USA
8234|FINN, Charles Thornton|USA
8235|MCCALLISTER, Charles Harold|USA
8236|STRONG, F.Calvert|USA
8237|WILDMAN, Herbert Henry|USA
8238|BRODY, Gyorgy|HUN
8239|HOMONNAI, Lajos|HUN
8240|NEMETH, Janos|HUN
8241|SARKANY, Miklos|HUN
8242|VERTESI (VRABELY), Jozsef|HUN
8243|ECKSTEIN, Hans|GER
8244|SCHULZE, Hans|GER
8245|SCHWARTZ, Heiko|GER
8246|VIRTANEN, Lauri|FIN
8247|KUSOCINSKI, Janusz|POL
8248|ISO-HOLLO, Volmari|FIN
8249|JONATH, Arthur|GER
8250|TOLAN, Eddie|USA
8251|METCALFE, Ralph|USA
8252|VON BREMEN, Wilhelmina|USA
8253|WALASIEWICZ, Stanislawa|POL
8254|STRIKE-SISSON, Hilda|CAN
8255|FINLAY, Donald|GBR
8256|SALING, George J. Jr.|USA
8257|BEARD, Percy|USA
8258|BECCALI, Luigi|ITA
8259|CORNES, John|GBR
8260|SIMPSON, George Sidney|USA
8261|MCCLUSKEY, Joseph Paul|USA
8262|EVENSON, Thomas|GBR
8263|CARR, William Arthur|USA
8264|EASTMAN, Benjamin Bangs|USA
8265|TISDALL, Robert Morton Newburgh|IRL
8266|HARDIN, Glenn Foster|USA
8267|CASTELLI, Giuseppe|ITA
8268|FACELLI, Luigi|ITA
8269|MAREGATTI, Ruggero|ITA
8270|TOETTI, Edgardo|ITA
8271|DYER, Hector Monroe|USA
8272|KIESEL, Robert Allan|USA
8273|TOPPINO, Martin Emmett|USA
8274|BORCHMEYER, Erich|GER
8275|HENDRIX, Fritz|GER
8276|HALSTEAD, Nellie|GBR
8277|HISCOCK, Eileen May|GBR
8278|PORTER, Gwendoline Alice|GBR
8279|WEBB, Violet B.|GBR
8280|CAREW, Mary Louise|USA
8281|FURTSCH, Evelyn|USA
8282|ROGERS, Annette Joan|USA
8283|FRIZZELL, Mary|CAN
8284|FRIZZELL, Mildred|CAN
8285|PALMER-ALDERSON, Lillian|CAN
8286|LEWIS, Raymond Gray|CAN
8287|ABLOWICH, Edgar Allen|USA
8288|FUQUA, Ivan William|USA
8289|WARNER, Karl De Witt|USA
8290|HAMPSON, Thomas|GBR
8291|RAMPLING, Godfrey Lionel|GBR
8292|STONELEY, Crew Hallett|GBR
8293|LEHTINEN, Lauri Aleksanteri|FIN
8294|HILL, Ralph Anthony|USA
8295|GREEN, Thomas William|GBR
8296|DALINS, Janis|LAT
8297|CLARK, Marjorie R.|RSA
8298|DIDRIKSON, Mildred|USA
8299|HALL, Evelyne Ruth|USA
8300|EBERLE, Wolrad|GER
8301|BAUSCH, James Aloysius Bernard|USA
8302|WINTER, Paul|FRA
